ATM	Atypical/PIKK/ATM	34507.0985639026	2366765.86945392	41347.5010339665	2220686.88330164	1.27198840391199	1112.02833019857	0
DNAPK	Atypical/PIKK/DNAPK	28936.3930853301	2372336.5749325	31152.7715691797	2230881.61276643	1.14286418976673	271.412308706499	5.5861e-061
CK2a1	Other/CK2	304983.998963501	2096288.96905432	297354.968075215	1964679.41626039	1.03500029597099	204.63442008177	2.035e-046
ATR	Atypical/PIKK/ATR	6316.22535444165	2394956.74266338	7518.53510389527	2254515.84923171	1.26362422974333	189.3486685129	4.4107e-043
CHK1	CAMK/CAMKL/CHK1	93496.4720076527	2307776.49601017	93264.7569659555	2168769.62736965	1.05892370140896	159.474926645344	1.4736e-036
CK2a2	Other/CK2	274847.484304645	2126425.48371318	267117.348831214	1994917.03550439	1.03169816750518	149.277288627851	2.4942e-034
CK1d	CK1	134203.474607586	2267069.49341024	130488.980837933	2131545.40349767	1.03217279633731	70.3395113237941	4.9928e-017
CK1a2	CK1	135068.576016984	2266204.39200084	131297.955950548	2130736.42838506	1.03191986628222	69.7191691587961	6.8378e-017
CK1g2	CK1	134902.817155984	2266370.15086184	131137.201479382	2130897.18285622	1.03192283298116	69.6412825819464	7.1132e-017
VRK2	CK1	126795.848440076	2274477.11957775	123052.42381122	2138981.96052439	1.03021404940393	58.4688017714868	2.0654e-014
VRK3	CK1	124838.744726962	2276434.22329086	121177.253612985	2140857.13072262	1.03041943614708	58.2952837945056	2.2558e-014
TTBK2	CK1	124838.744726962	2276434.22329086	121177.253612985	2140857.13072262	1.03041943614708	58.2952837945056	2.2558e-014
CK1g1	CK1	124838.744726962	2276434.22329086	121177.253612985	2140857.13072262	1.03041943614708	58.2952837945056	2.2558e-014
TTBK1	CK1	124388.027393026	2276884.9406248	120710.08967837	2141324.29465724	1.03016625973249	57.1170211962744	4.1064e-014
CK1e	CK1	123209.652558171	2278063.31545965	119441.784858624	2142592.59947698	1.02909124007823	52.6133632110945	4.0612e-013
PLK3	Other/PLK	40499.3583852784	2360773.60963255	39950.5263823084	2222083.8579533	1.04716879656258	43.4806283594932	4.2818e-011
SMG1	Atypical/PIKK	39558.5972791067	2361714.37073872	39024.3395840545	2223010.04475155	1.047217783002	42.5405568034803	6.9232e-011
TRRAP	Atypical/PIKK	65806.3022004415	2335466.66581738	64209.2435214059	2197825.1408142	1.03579162578527	41.3466739252259	1.2749e-010
MET	TK/Met	8431.73408710071	2392841.23393072	8740.93932245447	2253293.44501315	1.10048349524039	39.5225788947808	3.2429e-010
CHK2	CAMK/RAD53	86407.6149527892	2314865.35306504	83839.9712280928	2178194.41310751	1.03000997956103	38.6157066522053	5.1602e-010
PIM1	CAMK	273801.189253391	2127471.77876443	261861.564517472	2000172.81981813	1.01526346445762	34.7004306240133	3.8455e-009
PIM2	CAMK	259105.452184386	2142167.51583344	247727.454878267	2014306.92945734	1.01493894817817	31.2431587858789	2.2765e-008
Trad	CAMK	230161.377563498	2171111.59045433	220076.782553288	2041957.60178232	1.01504222665689	27.7587541761256	1.3742e-007
TSSK2	CAMK	235406.833219647	2165866.13479818	225045.718711449	2036988.66562416	1.01483168885682	27.6720785834461	1.4372e-007
VACAMKL	CAMK	235406.833219647	2165866.13479818	225045.718711449	2036988.66562416	1.01483168885682	27.6720785834461	1.4372e-007
TSSK3	CAMK	233970.085225804	2167302.88279202	223615.398769214	2038418.98556639	1.01457394096143	26.5407750583919	2.5803e-007
PSKH1	CAMK	233829.156165635	2167443.81185219	223446.890609174	2038587.49372643	1.01442042008229	25.9689210419339	3.4696e-007
Trb3	CAMK	168989.754836714	2232283.21318111	161837.503390899	2100196.88094471	1.01662579262356	24.193534425203	8.7124e-007
Trb1	CAMK	141272.357551507	2260000.61046632	135428.050119105	2126606.3342165	1.0176390469281	22.4738669998186	2.1302e-006
PIM3	CAMK	204847.830810445	2196425.13720738	195598.05985448	2066436.32448113	1.01362077440364	20.0342453965833	7.6068e-006
FGR	TK/Src	23032.0949556436	2378240.87306218	22614.0512696104	2239420.333066	1.04228685301578	19.7698395423173	8.735e-006
LYN	TK/Src	23032.0949556436	2378240.87306218	22614.0512696104	2239420.333066	1.04228685301578	19.7698395423173	8.735e-006

CDK2	CMGC/CDK/CDC2	463716.52229093	1937556.4457269	417918.57148661	1844115.812849	0.956712460381555	530.896543839652	0
CDK3	CMGC/CDK/CDC2	63157.5109281009	2338115.45708972	52709.2800588008	2209325.10427681	0.885940199362832	432.654204309741	0
CDC2	CMGC/CDK/CDC2	324543.460068807	2076729.50794902	290214.325933714	1971820.05840189	0.949266849303065	478.495220894161	0
FRAP	Atypical/PIKK/FRAP	300039.39302393	2101233.5749939	269656.300542145	1992378.08379346	0.954057661698136	357.919104715344	7.9928e-080
CDK11	CMGC/CDK	55376.3788800228	2345896.5891378	46502.9718232652	2215531.41251234	0.89145306842386	341.545782531504	2.9392e-076
PITSLRE	CMGC/CDK	60086.2778421589	2341186.69017567	51000.1669366606	2211034.21739895	0.901028702379078	307.210776221342	8.848e-069
CDK4	CMGC/CDK	378796.697400029	2022476.2706178	344192.615812431	1917841.76852318	0.964578760381628	277.605735866554	2.4966e-062
PCTAIRE2	CMGC/CDK	384601.59710057	2016671.37091726	349586.894357562	1912447.48997804	0.964909071426202	277.370876508978	2.8089e-062
PCTAIRE1	CMGC/CDK	393736.449702316	2007536.51831551	358126.056857582	1903908.32747802	0.965545245565267	274.906894200725	9.6718e-062
CDK6	CMGC/CDK	515965.850789642	1885307.11722818	472436.675101492	1789597.70923411	0.97199711366952	252.475522925739	7.4949e-057
PFTAIRE1	CMGC/CDK	516426.867058336	1884846.10095949	472874.821195849	1789159.56313976	0.972030050592693	252.16462246395	8.7607e-057
CDK5	CMGC/CDK	482291.952888548	1918981.01512928	441518.303347928	1820516.08098768	0.97180924473813	235.065657587411	4.6844e-053
CDK8	CMGC/CDK	122796.45920943	2278476.5088084	108760.445932346	2153273.93840326	0.940215626673924	230.709632742639	4.1743e-052
CDK10	CMGC/CDK	82797.6457634183	2318475.32225441	72300.3785700324	2189734.00576557	0.926968364009645	229.720317111715	6.8602e-052
CRK7	CMGC/CDK	269139.304465222	2132133.6635526	243672.016329918	2018362.36800569	0.961105053917695	226.169846081658	4.08e-051
PFTAIRE2	CMGC/CDK	263236.723487437	2138036.24453039	238303.709772554	2023730.67456305	0.961007233139981	221.732352656735	3.789e-050
CHED	CMGC/CDK	262994.653249696	2138278.31476813	238090.364981195	2023944.01935441	0.96103063326715	221.235875025052	4.862e-050
CDK7	CMGC/CDK	248752.395923477	2152520.57209435	225083.450172533	2036950.93416307	0.960547001941951	213.137135260333	2.8409e-048
PCTAIRE3	CMGC/CDK	221845.787703668	2179427.18031416	200254.651884603	2061779.732451	0.958238809548887	210.617551594353	1.0072e-047
CCRK	CMGC/CDK	215903.783396028	2185369.1846218	194812.02842009	2067222.35591552	0.957850753592158	208.284403470031	3.2521e-047
CDK9	CMGC/CDK	215903.783396028	2185369.1846218	194812.02842009	2067222.35591552	0.957850753592158	208.284403470031	3.2521e-047
Erk2	CMGC/MAPK	397026.835101806	2004246.13291602	364422.014526928	1897612.36980868	0.974377108882494	153.015506875722	3.8009e-035
p38d	CMGC/MAPK	442943.353466256	1958329.61455157	407288.617067809	1854745.7672678	0.976104720264474	151.79571243498	7.0222e-035
